url,clicks_current,clicks_previous,clicks_variation_%,impressions_current,impressions_previous,impressions_variation_%,ctr_current_%,ctr_previous_%,position_current,position_previous
https://www.legrand.fr/questions-frequentes/comment-rallonger-une-prise-electrique,2,13,-84.62,572,623,-8.19,0.35,2.09,13.7,13.6
https://www.legrand.fr/pro/catalogue/disjoncteur-magnetothermique-differentiel-dpx3160-pouvoir-de-coupure-25ka-400v-4p-160a,3,18,-83.33,14,64,-78.12,21.43,28.12,3,4.1
https://www.legrand.fr/questions-frequentes/comment-modifier-la-configuration-wi-fi-de-ma-camera-interieure-intelligente-netatmo-eliot,3,18,-83.33,99,179,-44.69,3.03,10.06,5.5,7.6
https://www.legrand.fr/catalogue/tableau-electrique/coffret-a-equiper-9-modules-180-x-190-x-83mm-avec-bornier-de-terre,2,12,-83.33,182,343,-46.94,1.1,3.5,23.2,16.9
https://www.legrand.fr/questions-frequentes/ou-installer-ma-borne-ou-ma-prise-de-recharge-pour-ma-voiture-electrique-chez-moi,2,12,-83.33,55,209,-73.68,3.64,5.74,48.7,52.3
https://www.legrand.fr/catalogue/prise/double-prise-de-courant-avec-terre-etanche-precablee-avec-volet-plexo-16a-250v-livree-complete-pour-montage-en-apparent-horizontal-gris,1,6,-83.33,57,140,-59.29,1.75,4.29,15.6,14.6
https://www.legrand.fr/catalogue/prise/prise-de-courant-2pt-surface-confort-avec-prise-usb-type-c-integree-avec-plaque-celiane-blanc,1,6,-83.33,2031,2108,-3.65,0.05,0.28,5.1,6.0
https://www.legrand.fr/catalogue/prise/sortie-de-cable-20a-a-32a-blanc,1,6,-83.33,89,187,-52.41,1.12,3.21,7.1,7.9
https://www.legrand.fr/catalogue/prise/sortie-de-cable-ip44-dooxie-livree-complete-finition-blanc-emballage-blister,1,6,-83.33,40,158,-74.68,2.5,3.8,3.4,4.2
https://www.legrand.fr/catalogue/tableau-electrique-connecte/pack-de-demarrage-drivia-with-netatmo-pour-installation-photovoltaique-avec-module-control-compteur-denergie-delesteur-contacteur,1,6,-83.33,34,154,-77.92,2.94,3.9,11.3,13.9
https://www.legrand.fr/pro/actualites/tout-change-lappareillage-electrique-mosaic-tm-aussi,1,6,-83.33,514,598,-14.05,0.19,1.0,10.2,12.8
https://www.legrand.fr/pro/catalogue/alpimatic,1,6,-83.33,4,13,-69.23,25.0,46.15,34.2,4.1
https://www.legrand.fr/pro/catalogue/boite-de-derivation-plexo-rectangulaire-faible-encombrement-80x43x34mm-avec-10-embouts-pour-cables-et-tubes-7mm-a-16mm,1,6,-83.33,71,196,-63.78,1.41,3.06,7.5,8.2
https://www.legrand.fr/pro/catalogue/boite-de-derivation-rectangulaire-pour-presse-etoupe-plexo-dimensions-220x170x86mm-gris-ral7035,1,6,-83.33,10,33,-69.7,10.0,18.18,9,7.9
https://www.legrand.fr/pro/catalogue/boitier-reversible-simple-hypra-pour-prise-2pt-ip44-et-ip6667-55-16a-plastique,1,6,-83.33,4,30,-86.67,25.0,20.0,1.5,2.1
https://www.legrand.fr/pro/catalogue/borne-connexion-sans-vis-nylbloc-auto-grise-pour-8-fils-avec-intensite-maximum-24a-et-tension-disolement-450v,1,6,-83.33,10,19,-47.37,10.0,31.58,10.1,9.2
https://www.legrand.fr/pro/catalogue/cadre-saillie-profondeur-30mm-mosaic-pour-2-modules-et-support-reference-080251,1,6,-83.33,42,31,35.48,2.38,19.35,7.5,4.0
https://www.legrand.fr/pro/catalogue/cloche-bronze-poli-ip20-ik02-hauteur-117mm-et-o115mm,1,6,-83.33,8,45,-82.22,12.5,13.33,22.9,12.0
https://www.legrand.fr/pro/catalogue/coffret-27-modules-235x500x99mm-blanc-ral9003,1,6,-83.33,7,28,-75.0,14.29,21.43,32.6,16.2
https://www.legrand.fr/pro/catalogue/coffret-metal-vertical-atlantic-metal-ip55-ik10-1200x1000x300mm-ral7035,1,6,-83.33,8,70,-88.57,12.5,8.57,7,6.4
https://www.legrand.fr/pro/catalogue/commande-sans-fils-dooxie-with-netatmo-pour-eclairage-ambiances-couleurs-connecte-blanc-sans-plaque,1,6,-83.33,12,33,-63.64,8.33,18.18,13.2,15.8
https://www.legrand.fr/pro/catalogue/commutateur-a-cames-interrupteur-marchearret-pr21-4p-4-contacts-fixation-par-vis-sur-porte,1,6,-83.33,7,30,-76.67,14.29,20.0,7.7,6.6
https://www.legrand.fr/pro/catalogue/conduits-et-cheminements-de-cables/chemin-de-cables-metallique-legrand-cable-management/chemin-de-cables-fil,1,6,-83.33,282,356,-20.79,0.35,1.69,8.6,7.4
https://www.legrand.fr/pro/catalogue/couvercle-metal-revetement-inox-pour-boite-de-sol-version-standard-16-modules-ou-24-modules,1,6,-83.33,6,27,-77.78,16.67,22.22,37.7,38.3
https://www.legrand.fr/pro/catalogue/detecteur-mural-celiane-avec-neutre-3-fils,1,6,-83.33,6,20,-70.0,16.67,30.0,3.8,9.8
https://www.legrand.fr/pro/catalogue/detecteurs-douverture-intelligents-et-connectes-pour-portes-et-fenetres-netatmo-pour-camera-interieure-intelligente,1,6,-83.33,86,187,-54.01,1.16,3.21,32.2,27.5
https://www.legrand.fr/pro/catalogue/disjoncteur-differentiel-monobloc-dx36000-10ka-arrivee-haute-et-depart-bas-a-vis-2p-230v-a-400v-50a-typeac-30ma,1,6,-83.33,6,24,-75.0,16.67,25.0,8.8,10.6
https://www.legrand.fr/pro/catalogue/fiche-mobile-droite-p17-ip6667-16a-380v-a-415v-3pt,1,6,-83.33,1,24,-95.83,100,25.0,1,1.6
https://www.legrand.fr/pro/catalogue/gaine-spirale-o22mm-pour-passage-de-fils-pour-toutes-les-dimensions-de-goulottes-segma,1,6,-83.33,56,153,-63.4,1.79,3.92,14.3,16.3
https://www.legrand.fr/pro/catalogue/goulotte-1-compartiment-35x105mm-dlp-monobloc-blanc,1,6,-83.33,15,46,-67.39,6.67,13.04,23,25.2
https://www.legrand.fr/pro/catalogue/goulotte-de-distribution-viadis-1-compartiment-60x40mm-et-longueur-2m-livree-avec-couvercle-blanc-artic,1,6,-83.33,11,61,-81.97,9.09,9.84,14.6,6.9
https://www.legrand.fr/pro/catalogue/interface-de-communication-nemo-sx-rs485-pour-systeme-de-supervision-nemo-sx,1,6,-83.33,9,16,-43.75,11.11,37.5,40.1,23.5
https://www.legrand.fr/pro/catalogue/interrupteur-ou-va-et-vient-etanche-plexo-10ax-250v-ip55-ik08-avec-enjoliveur-finition-blanc,1,6,-83.33,5,26,-80.77,20.0,23.08,52,23.5
https://www.legrand.fr/pro/catalogue/interrupteur-variateur-celiane-pour-ventilateur-de-plafond,1,6,-83.33,8,64,-87.5,12.5,9.38,7,10.6
https://www.legrand.fr/pro/catalogue/lecteur-de-badge-tactile-rfid-pour-gestion-de-la-chambre-dhotel-noir,1,6,-83.33,99,196,-49.49,1.01,3.06,29.2,24.9
https://www.legrand.fr/pro/catalogue/parafoudre-pour-protection-tableau-de-distribution-avec-protection-integree-type2-imax-12kapole-3pn-2-modules,1,6,-83.33,60,109,-44.95,1.67,5.5,30.0,27.4
https://www.legrand.fr/pro/catalogue/patere-plexo-66-pour-suspendre-le-boitier-de-controle-du-cordon-de-recharge-greenup-access-pour-vehicule-electrique,1,6,-83.33,7,24,-70.83,14.29,25.0,14,8.5
https://www.legrand.fr/pro/catalogue/rallonge-2pt-16a-ip44-ik08-avec-double-prolongateur-ergonomique-en-caoutchouc-et-cable-10m,1,6,-83.33,26,75,-65.33,3.85,8.0,8.9,12.2
https://www.legrand.fr/pro/catalogue/telerupteur-cx3-standard-avec-bornes-a-vis-1p-16a-250v-contact-1f-tension-commande-12v-1-module,1,6,-83.33,98,122,-19.67,1.02,4.92,26.8,28.5
https://www.legrand.fr/pro/outils/tutoriels/logiciel-xl-pro3-comment-choisir-le-nombre-et-le-type-de-departs-dans-le-module-rangement,1,6,-83.33,63,100,-37.0,1.59,6.0,10.7,7.9
https://www.legrand.fr/pro/questions-frequentes/a-quoi-servent-les-bornes-ou-15v-sur-un-transformateur-electrique-dans-une-installation-tgbt,1,6,-83.33,74,96,-22.92,1.35,6.25,16.9,12.4
https://www.legrand.fr/pro/questions-frequentes/comment-mettre-en-oeuvre-la-repartition-optimisee-sur-les-appareils-de-coupure-et-de-protection-dans-le-tableau-electrique,1,6,-83.33,20,50,-60.0,5.0,12.0,15.3,20.6
https://www.legrand.fr/pro/solutions/le-logement-connecte/decouvrez-la-commande-declairage-sans-fils-ambiances-couleurs,1,6,-83.33,94,108,-12.96,1.06,5.56,16.8,20.4
https://www.legrand.fr/questions-frequentes/quels-sont-les-prerequis-pour-mesurer-et-suivre-la-production-solaire-dune-installation-photovoltaique,1,6,-83.33,88,206,-57.28,1.14,2.91,37.8,41.7
https://www.legrand.fr/catalogue/prise/kit-double-prise-de-courant-2pt-surface-dooxie-16a-precablees-livree-avec-cadre-pour-montage-en-saillie-finition-blanc,3,17,-82.35,609,1051,-42.06,0.49,1.62,10.8,8.9
https://www.legrand.fr/pro/catalogue/couvercle-universel-carre-batibox-100x100mm-pour-boite-o85mm,2,11,-81.82,28,53,-47.17,7.14,20.75,10.4,6.7
https://www.legrand.fr/pro/catalogue/goulotte-3-compartiments-a-clippage-direct-50x180mm-mosaic-de-longueur-2m-blanc,2,11,-81.82,77,248,-68.95,2.6,4.44,10.1,11.4
https://www.legrand.fr/pro/catalogue/onduleur-rack-ou-tour-daker-dk-plus-avec-batterie-6000va-6000w,2,11,-81.82,15,46,-67.39,13.33,23.91,11.7,8.0
https://www.legrand.fr/pro/catalogue/variateur-pour-ballast-0v-a-10v-celiane,2,11,-81.82,37,90,-58.89,5.41,12.22,42.2,44.0
https://www.legrand.fr/pro/catalogue/interrupteur-differentiel-dx3-id-arrivee-haute-et-depart-bas-a-vis-4p-400v-40a-typea-30ma-4-modules,3,16,-81.25,216,400,-46.0,1.39,4.0,21.2,22.2
https://www.legrand.fr/questions-frequentes/pourquoi-le-disjoncteur-saute-pendant-lorage,104,523,-80.11,1138,4799,-76.29,9.14,10.9,6.7,4.3
https://www.legrand.fr/pro/catalogue/console-sans-vis-csn-200-chemins-de-cables-fils-cablofil-et-zf31-fixation-murale-et-plafond-charges-legeres-a-moyennes-gs,3,15,-80.0,11,55,-80.0,27.27,27.27,2.2,3.0
https://www.legrand.fr/pro/catalogue/panneau-de-brassage-linkeo-c-a-equiper-de-24-connecteurs-rj45-keystone-avec-support-de-cable-metal,3,15,-80.0,54,303,-82.18,5.56,4.95,16.2,11.8
https://www.legrand.fr/catalogue/moulure-et-plinthe/moulure-sans-cloison-section-20x125,2,10,-80.0,64,157,-59.24,3.12,6.37,8.9,10.6
https://www.legrand.fr/mon-projet/tutoriels/installer-une-double-prise-usb-murale-legrand,2,10,-80.0,393,655,-40.0,0.51,1.53,11.2,12.6
https://www.legrand.fr/pro/catalogue/commande-filaire-bus-knx-axolute-avec-4-touches-a-4-appuis-a-equiper-dune-plaque-et-dun-support-anthracite,2,10,-80.0,33,101,-67.33,6.06,9.9,1.2,2.3
https://www.legrand.fr/pro/catalogue/couvercle-universel-batibox-pour-boite-batibox-2-postes-155x85mm,2,10,-80.0,23,102,-77.45,8.7,9.8,7.9,4.9
https://www.legrand.fr/pro/catalogue/disjoncteur-magnetothermique-dpx31600-pouvoir-de-coupure-100ka-400v-3p-1000a,2,10,-80.0,16,23,-30.43,12.5,43.48,2.1,2.1
https://www.legrand.fr/pro/catalogue/parafoudre-photovoltaique-type2-2-poles-proteges-3-modules-imax-40-ka-600v,2,10,-80.0,89,123,-27.64,2.25,8.13,24.7,22.0
https://www.legrand.fr/pro/catalogue/pdu-avec-interrupteur-a-voyant-19pouces-1u-lcs3-avec-8-prises-2pt-et-cordon-dalimentation-3m-avec-fiche-2pt-16a,2,10,-80.0,35,58,-39.66,5.71,17.24,9.7,6.4
https://www.legrand.fr/pro/catalogue/prise-de-courant-2pt-surface-mosaic-2-modules-avec-connexion-par-bornes-automatiques-noir-mat,2,10,-80.0,18,99,-81.82,11.11,10.1,24.1,24.0
https://www.legrand.fr/pro/catalogue/produits-industriels/commande-bouton-et-signalisation/avertisseur-sonore,2,10,-80.0,233,462,-49.57,0.86,2.16,13.7,12.5
https://www.legrand.fr/pro/catalogue/prolongateur-caoutchouc-2-prises-de-courant-2pt-16a-ip44-ik08-avec-anneau-de-suspension,2,10,-80.0,27,71,-61.97,7.41,14.08,10.1,8.5
https://www.legrand.fr/pro/catalogue/ronfleur-70db-a-1m-mosaic-2-modules-tension-230v-a-50hz-ou-60hz-et-25ma-de-consommation-blanc,2,10,-80.0,9,76,-88.16,22.22,13.16,14.1,7.9
https://www.legrand.fr/catalogue/boite-dencastrement/boite-a-encastrer-batibox-plaque-de-platre-fiche-pour-applique-o54mm,1,5,-80.0,24,27,-11.11,4.17,18.52,5.2,5.1
https://www.legrand.fr/catalogue/fiche/fiche-de-puissance-male-avec-terre-32a-avec-anneau-2-broches-gris,1,5,-80.0,46,70,-34.29,2.17,7.14,16.8,12.4
https://www.legrand.fr/catalogue/interrupteur/commande-pour-fonction-double-interrupteur-ou-va-et-vient-10a-ou-poussoir-10a-etanche-plexo-complet-pour-montage-en-encastre-anthracite,1,5,-80.0,21,109,-80.73,4.76,4.59,11.0,12.7
https://www.legrand.fr/catalogue/interrupteur/interrupteur-ou-va-et-vient-a-couronne-lumineuse-celiane-titane,1,5,-80.0,65,72,-9.72,1.54,6.94,27.9,27.3
https://www.legrand.fr/catalogue/interrupteur/poussoir-simple-etanche-plexo-10a-a-equiper-dun-boitier-ou-dune-plaque-support-finition-gris,1,5,-80.0,7,22,-68.18,14.29,22.73,38.4,19.3
https://www.legrand.fr/catalogue/interrupteur/variateur-universel-dooxie-2-fils-125w-livre-avec-support-et-enjoliveur-blanc,1,5,-80.0,5,12,-58.33,20.0,41.67,1,4.2
https://www.legrand.fr/catalogue/moulure-et-plinthe/conduit-de-distribution-40x25mm,1,5,-80.0,2,30,-93.33,50.0,16.67,1.5,13.6
https://www.legrand.fr/catalogue/plaque-de-couleur-et-cadre-saillie/boitier-plexo-2-postes-vertical-pour-montage-en-saillie-gris,1,5,-80.0,12,23,-47.83,8.33,21.74,5.6,5.4
https://www.legrand.fr/catalogue/plaque-de-couleur-et-cadre-saillie/plaque-celiane-finition-matiere-nickel-sombre-satine-1-poste,1,5,-80.0,11,26,-57.69,9.09,19.23,4.8,22.7
https://www.legrand.fr/catalogue/portier-visiophone/kit-portier-visiophone-avec-interphone-et-ecran-tactile-10pouces,1,5,-80.0,84,231,-63.64,1.19,2.16,11.1,13.7
https://www.legrand.fr/catalogue/prise/prise-2pt-surface-confort-celiane-et-double-prise-usb-type-a-type-c-precablees-avec-plaque-et-boite-a-encastrer-blanc,1,5,-80.0,71,80,-11.25,1.41,6.25,31.7,22.3
https://www.legrand.fr/catalogue/sonnette-et-carillon/sonnette-serenite-sans-fils-carree-ip54-pour-carillon-blanc,1,5,-80.0,67,156,-57.05,1.49,3.21,41.0,35.6
https://www.legrand.fr/pro/catalogue/adaptateur-pour-ancienne-prise-a-broche-o48mm-vers-o4mm-avec-eclips-de-protection-blanc-et-gris,1,5,-80.0,12,74,-83.78,8.33,6.76,13,7.4
https://www.legrand.fr/pro/catalogue/angle-interieur-ou-exterieur-variable-pour-moulure-dlplus-32x125mm-blanc,1,5,-80.0,6,25,-76.0,16.67,20.0,4.8,6.2
https://www.legrand.fr/pro/catalogue/applique-tete-de-lit-a-leds-eco2-mosaic-declairage-de-lecture-et-dambiance-dynamique-equipee,1,5,-80.0,51,95,-46.32,1.96,5.26,33.4,36.3
https://www.legrand.fr/pro/catalogue/attache-de-suspension-sans-vis-chemins-de-cables-fils-cablofil-et-zf31-fixation-plafond-charges-lourdes-par-suspension-centrale-ez,1,5,-80.0,7,14,-50.0,14.29,35.71,2.6,3.2
https://www.legrand.fr/pro/catalogue/barrette-de-connexion-suprem-960-avec-capacite-assignee-10mm2-gris,1,5,-80.0,9,31,-70.97,11.11,16.13,20.7,9.2
https://www.legrand.fr/pro/catalogue/boitier-etanche-1-poste-plexo-ip66-composable-gris,1,5,-80.0,4,19,-78.95,25.0,26.32,16.2,2.2
https://www.legrand.fr/pro/catalogue/cable-optique-os2-monomode-compatible-os1-a-structure-libre-lcs3-pour-exterieur-6-fibres,1,5,-80.0,37,85,-56.47,2.7,5.88,14.7,14.1
https://www.legrand.fr/pro/catalogue/cartouche-cylindrique-domestique-103x38mm-sans-voyant-32a,1,5,-80.0,3,20,-85.0,33.33,25.0,2.3,25.6
https://www.legrand.fr/pro/catalogue/cartouche-industrielle-neutre-cylindrique-22x58mm,1,5,-80.0,3,18,-83.33,33.33,27.78,2,2.9
https://www.legrand.fr/pro/catalogue/chemin-de-cables-tole-pleine-epaisseur-15mm-p31-hauteur-100mm-largeur-400mm-et-longueur-3m-finition-gc,1,5,-80.0,12,42,-71.43,8.33,11.9,28.8,17.4
https://www.legrand.fr/pro/catalogue/collier-colring-incolore-a-denture-interieure-largeur-24mm-et-longueur-a-plat-180mm,1,5,-80.0,22,58,-62.07,4.55,8.62,6.3,8.9
https://www.legrand.fr/pro/catalogue/commande-double-sans-fils-sans-pile-self-e-dooxie-with-netatmo-pour-eclairage-et-prises-blanc,1,5,-80.0,43,73,-41.1,2.33,6.85,51.4,39.8
https://www.legrand.fr/pro/catalogue/commande-sans-fils-pour-volet-roulant-connecte-mosaic-with-netatmo-blanc-sans-plaque,1,5,-80.0,13,52,-75.0,7.69,9.62,22,30.5
https://www.legrand.fr/pro/catalogue/console-cl-150-chemins-de-cables-fils-cablofil-zf31-et-tole-p31-fixation-murale-de-charges-legeres-a-moyennes-gc,1,5,-80.0,9,19,-52.63,11.11,26.32,8.2,8.7
https://www.legrand.fr/pro/catalogue/contacteur-de-puissance-cx3-bobine-230v-3p-400v-63a-contact-3f-3-modules,1,5,-80.0,138,307,-55.05,0.72,1.63,19.3,18.2
https://www.legrand.fr/pro/catalogue/cordon-adaptateur-pour-borne-de-camping-longueur-03m-livre-avec-etiquette-avec-gencod,1,5,-80.0,9,63,-85.71,11.11,7.94,14.6,5.5
https://www.legrand.fr/pro/catalogue/coupe-circuit-sectionnable-sp58-pour-cartouche-industrielle-22x58mm-1p,1,5,-80.0,9,17,-47.06,11.11,29.41,9.9,9.4
https://www.legrand.fr/pro/catalogue/disjoncteur-differentiel-dx34500-arrivee-haute-et-depart-bas-a-vis-un-230v-10a-typef-30ma-courbe-c-2-modules,1,5,-80.0,3,19,-84.21,33.33,26.32,1.7,5
https://www.legrand.fr/pro/catalogue/disjoncteur-differentiel-monobloc-dx36000-10ka-arrivee-haute-et-depart-bas-a-vis-un-230v-16a-typeac-300ma,1,5,-80.0,7,31,-77.42,14.29,16.13,37.9,23.5
https://www.legrand.fr/pro/catalogue/disjoncteur-dx36000-10ka-arrivee-haute-et-depart-bas-a-vis-2p-230v-a-400v-20a-courbe-d-2-modules,1,5,-80.0,4,38,-89.47,25.0,13.16,3.8,29.6
https://www.legrand.fr/pro/catalogue/disjoncteur-dx36000-10ka-arrivee-haute-et-depart-bas-a-vis-un-230v-2a-courbe-c-1-module,1,5,-80.0,4,15,-73.33,25.0,33.33,33,19.3
https://www.legrand.fr/pro/catalogue/distribution-protection-et-gestion-de-lenergie/tableau-residentiel-et-petit-tertiaire/coffret-petit-moyen-tertiaire,1,5,-80.0,404,404,0.0,0.25,1.24,26.2,22.8
https://www.legrand.fr/pro/catalogue/fiche-caoutchouc-2pt-16a-ip44-standard-germanique-a-sortie-droite-noir,1,5,-80.0,8,40,-80.0,12.5,12.5,8.8,4.2
https://www.legrand.fr/pro/catalogue/filtre-maitre-et-repartiteur-telephonique-3-sorties-et-1-sortie-modem-2-modules,1,5,-80.0,14,33,-57.58,7.14,15.15,12.9,23.9
https://www.legrand.fr/pro/catalogue/inter-horaire-programmable-analogique-72x72mm-a-programme-journalier-connexion-a-vis,1,5,-80.0,9,34,-73.53,11.11,14.71,33,37.8
https://www.legrand.fr/pro/catalogue/inter-poussoir-modulaire-double-fonction-contact-1nf-voyant-led-rouge-110v-a-400v-1-module,1,5,-80.0,57,109,-47.71,1.75,4.59,11.9,9.8
https://www.legrand.fr/pro/catalogue/interrupteur-a-cle-barillet-europeen-mosaic-2-modules-avec-2-positions-par-contact-bipolaire-6a-250v-blanc,1,5,-80.0,12,29,-58.62,8.33,17.24,3.8,6.7
https://www.legrand.fr/pro/catalogue/interrupteur-inverseur-modulaire-double-va-et-vient-a-point-milieu-250v-2-modules,1,5,-80.0,60,65,-7.69,1.67,7.69,16.3,13.2
https://www.legrand.fr/pro/catalogue/moulure-keva-1-compartiment-32x12mm-et-longueur-210m-livree-avec-couvercle-blanc-artic,1,5,-80.0,5,35,-85.71,20.0,14.29,19.8,12.3
https://www.legrand.fr/pro/catalogue/multiprise-extra-plate-equipee-de-5-prises-2pt-16a-3680w-a-cabler-blanc-et-gris-clair,1,5,-80.0,39,79,-50.63,2.56,6.33,8.7,7.7
https://www.legrand.fr/pro/catalogue/panneau-de-brassage-lcs3-10pouces-droit-1u-a-equiper-de-12-connecteurs-rj45-categorie-5e-a-categorie-6a,1,5,-80.0,120,144,-16.67,0.83,3.47,13.0,14.9
https://www.legrand.fr/pro/catalogue/passage-de-plancher-4-compartiments-92x20mm-gris-anthracite-ral7016,1,5,-80.0,11,37,-70.27,9.09,13.51,7.3,4.6
https://www.legrand.fr/pro/catalogue/peigne-pour-10-blocs-de-jonction-a-vis-ou-ressort-viking-3-pas-5mm-bleu,1,5,-80.0,10,36,-72.22,10.0,13.89,31.6,23.3
https://www.legrand.fr/pro/catalogue/poussoir-ou-poussoir-inverseur-avec-porte-etiquette-mosaic-easy-led-6a-250v-2-modules-blanc-antimicrobien,1,5,-80.0,7,20,-65.0,14.29,25.0,46.6,17.3
https://www.legrand.fr/pro/catalogue/presse-etoupe-plastique-ip68-filetage-iso50-gris-ral7001,1,5,-80.0,13,42,-69.05,7.69,11.9,16.2,14.4
https://www.legrand.fr/pro/catalogue/prise-de-courant-2p-tbt-3a-15w-mosaic-1-module-avec-connexion-par-bornes-a-vis-blanc-antimicrobien,1,5,-80.0,3,15,-80.0,33.33,33.33,4.3,13.9
https://www.legrand.fr/pro/catalogue/prise-de-courant-2pt-epure-finition-noir-mat-art-darnould,1,5,-80.0,58,191,-69.63,1.72,2.62,14.3,8.8
https://www.legrand.fr/pro/catalogue/prise-mobile-p17-ip44-16a-200v-a-250v-2pt,1,5,-80.0,14,36,-61.11,7.14,13.89,14.2,8.1
https://www.legrand.fr/pro/catalogue/prise-rj45-categorie-6a-stp-a-blindage-metal-mosaic-1-module-blanc-antimicrobien,1,5,-80.0,6,38,-84.21,16.67,13.16,11.8,36.9
https://www.legrand.fr/pro/catalogue/produits-industriels/coffret-et-prise-industriels/coffret-dequipement,1,5,-80.0,132,171,-22.81,0.76,2.92,32.1,21.0
https://www.legrand.fr/pro/catalogue/protection-type-makrolon-pour-platine-de-rue-monobloc-a-defilement-de-noms-linea-300-reference-308040,1,5,-80.0,5,11,-54.55,20.0,45.45,1.8,3.3
https://www.legrand.fr/pro/catalogue/rallonge-domestique-2pt-avec-eclips-de-protection-longueur-3m-blanc,1,5,-80.0,55,160,-65.62,1.82,3.12,9,12.7
https://www.legrand.fr/pro/catalogue/securite-communication-et-reseau/interphonie-portier/portier-visiophonie-et-interphonie-collectif,1,5,-80.0,193,358,-46.09,0.52,1.4,24.0,22.6
https://www.legrand.fr/pro/catalogue/transformateur-de-courant-ferme-80a-maximum-a-connexion-rapide,1,5,-80.0,6,37,-83.78,16.67,13.51,1.3,5.6
https://www.legrand.fr/pro/catalogue/transformateur-disolement-monophase-primaire-230v-a-400v-et-secondaire-115v-a-230v-16kva,1,5,-80.0,59,38,55.26,1.69,13.16,11.3,5.8
https://www.legrand.fr/pro/catalogue/transformeur-simple-3-en-1-interrupteur-va-et-vient-ou-poussoir-lumineux-appareillage-saillie-composable-blanc-bornes-automatiques,1,5,-80.0,5,23,-78.26,20.0,21.74,5.8,15.5
https://www.legrand.fr/pro/catalogue/voyant-temoin-230v-24ma-pour-prise-de-courant-commandee-et-interrupteur-20ax-mosaic-et-celiane,1,5,-80.0,12,27,-55.56,8.33,18.52,38.6,27.4
https://www.legrand.fr/pro/la-marque/la-rse-chez-legrand,1,5,-80.0,18,40,-55.0,5.56,12.5,29.1,15.4
https://www.legrand.fr/pro/nouveautes-produits/chargeurs-usb-type-c-30-w-power-delivery,1,5,-80.0,66,124,-46.77,1.52,4.03,12.3,11.7
https://www.legrand.fr/questions-frequentes/est-il-possible-deteindre-manuellement-mon-thermostat-connecte-smarther-with-netatmo-eliot,1,5,-80.0,6,35,-82.86,16.67,14.29,6.2,21.8
https://www.legrand.fr/questions-frequentes/le-detecteur-de-fumee-intelligent-netatmo-detecte-t-il-aussi-le-monoxyde-de-carbone-eliot,1,5,-80.0,67,146,-54.11,1.49,3.42,13.7,11.5
https://www.legrand.fr/questions-frequentes/les-produits-connectes-with-netatmo-et-lapp-home-control-sont-ils-compatibles-avec-dautres-produits-connectes-legrand-comme-une-installation-myhome-ou-myhomeplay-existante-eliot,1,5,-80.0,3,20,-85.0,33.33,25.0,2,21.4
https://www.legrand.fr/questions-frequentes/quelles-sont-les-differences-entre-le-portier-connecte-classe-300eos-with-netatmo-et-le-visiophone-easy-kit,1,5,-80.0,13,43,-69.77,7.69,11.63,7.7,21.2
https://www.legrand.fr/catalogue/disjoncteur/disjoncteur-phase-neutre-16a-bornes-automatiques-1-module,5,24,-79.17,984,1459,-32.56,0.51,1.64,10.9,11.2
https://www.legrand.fr/mon-projet/je-minspire/piece-par-piece/bureau-et-espace-multimedia/multipliez-vos-acces-internet-filaires-grace-a-la-rallonge-multiprise-switch-rj-45,14,66,-78.79,94,1660,-94.34,14.89,3.98,2.8,8.9
https://www.legrand.fr/pro/catalogue/boitier-dautomatisme-pour-la-gestion-avancee-de-2-disjoncteurs-avec-6-entrees-et-7-sorties,3,14,-78.57,30,67,-55.22,10.0,20.9,21.8,8.7
https://www.legrand.fr/pro/catalogue/serveur-myhome-scs-4-poles-din-compatible-avec-les-assistants-vocaux-google-et-alexa,3,14,-78.57,15,50,-70.0,20.0,28.0,2.3,2.9
https://www.legrand.fr/pro/catalogue/transformateur-htabt-aaoak-1000kva-2900kg-primaire-20kv-aluminium-1700x1000x1930mm,3,14,-78.57,146,159,-8.18,2.05,8.81,8.1,7.9
https://www.legrand.fr/sites/default/files/nouveau_programme_batibox.pdf,3,14,-78.57,238,388,-38.66,1.26,3.61,10.8,11.3
https://www.legrand.fr/sites/default/files/soliroc_0.pdf,3,14,-78.57,33,96,-65.62,9.09,14.58,15.3,11.3
https://www.legrand.fr/catalogue/contacteur-minuterie-parafoudre/horloge-a-cadran-digital-automatique-pour-2-circuits-2-modules,6,27,-77.78,673,1082,-37.8,0.89,2.5,12.1,10.9
https://www.legrand.fr/pro/catalogue/cassette-de-remplacement-pour-parafoudre-references-003951-et-003953,4,18,-77.78,71,155,-54.19,5.63,11.61,35.6,26.4
https://www.legrand.fr/catalogue/boite-dencastrement/boite-a-encastrer-eco-batibox-profondeur-50mm-pour-plaque-de-platre-1-poste,2,9,-77.78,24,116,-79.31,8.33,7.76,18.6,15.0
https://www.legrand.fr/catalogue/interrupteur/interrupteur-ou-va-et-vient-etanche-10a-celiane-ip44-avec-plaque-blanc,2,9,-77.78,82,107,-23.36,2.44,8.41,5.6,4.4
https://www.legrand.fr/pro/catalogue/bloc-autonome-dalarme-lumineux-manuel-baal-type-ma-pour-alarme-de-type-3,2,9,-77.78,69,101,-31.68,2.9,8.91,18.3,20.4
https://www.legrand.fr/pro/catalogue/boite-de-derivation-carree-plexo-dimensions-80x80x45mm-gris-ral7035,2,9,-77.78,45,57,-21.05,4.44,15.79,4.3,10.5
